"2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@5cc48065: startup date [Tue Oct 03 14:56:25 KRAT 2017]; root of context hierarchy
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.s.w.s.m.m.a.RequestMappingHandlerMapping - Looking for request mappings in application context: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@5cc48065: startup date [Tue Oct 03 14:56:25 KRAT 2017]; root of context hierarchy
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.s.w.s.m.m.a.RequestMappingHandlerMapping - 4 request handler methods found on class ru.danileyko.controller.DataController: {public java.lang.String ru.danileyko.controller.DataController.getStatus()={[/sshtest]}, public java.lang.String ru.danileyko.controller.DataController.getUser()={[/user]}, public java.util.List ru.danileyko.controller.DataController.getPortStatus()={[/portstatus]}, public java.util.List ru.danileyko.controller.DataController.getDevices()={[/alldev]}}
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sshtest]}" onto public java.lang.String ru.danileyko.controller.DataController.getStatus()
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user]}" onto public java.lang.String ru.danileyko.controller.DataController.getUser()
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/portstatus]}" onto public java.util.List<ru.danileyko.reports.ReportStatusOfPort> ru.danileyko.controller.DataController.getPortStatus()
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/alldev]}" onto public java.util.List<ru.danileyko.model.Device> ru.danileyko.controller.DataController.getDevices()
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.s.w.s.m.m.a.RequestMappingHandlerMapping - 2 request handler methods found on class org.springframework.boot.autoconfigure.web.BasicErrorController: {public org.springframework.http.ResponseEntity org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)={[/error]}, public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)={[/error],produces=[text/html]}}
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : port
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@77c80bc]
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : status
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : updatetime
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vendor
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vlan
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=ru.danileyko.model.ClientStatus)
    - Returns
       - EntityReturnImpl(entity=ru.danileyko.model.ClientStatus, querySpaceUid=<gen:0>, path=ru.danileyko.model.ClientStatus)
          - EntityAttributeFetchImpl(entity=ru.danileyko.model.MacCustomer, querySpaceUid=<gen:1>, path=ru.danileyko.model.ClientStatus.macCustomer)
          - EntityAttributeFetchImpl(entity=ru.danileyko.model.DevPort, querySpaceUid=<gen:2>, path=ru.danileyko.model.ClientStatus.port)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ru.danileyko.model.ClientStatus)
          - SQL table alias mapping - clientstat0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}

""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity ru.danileyko.model.ClientStatus [UPGRADE_NOWAIT]: select clientstat0_.id as id1_0_0_, clientstat0_.device_ip as device_ip2_0_0_, clientstat0_.ifname as ifname3_0_0_, clientstat0_.clientip as clientip4_0_0_, clientstat0_.mac as mac5_0_0_, clientstat0_.status as status6_0_0_, clientstat0_.updatetime as updatetime7_0_0_, clientstat0_.vendor as vendor8_0_0_, clientstat0_.vlan as vlan9_0_0_ from hclientstatus clientstat0_ where clientstat0_.id=? for update nowait
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1fa45d20]
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : devIp
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ifName
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ip
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : mac
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@15597c5a]
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : port
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7643772d]
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : status
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : updatetime
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vendor
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vlan
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=ru.danileyko.model.ClientStatus)
    - Returns
       - EntityReturnImpl(entity=ru.danileyko.model.ClientStatus, querySpaceUid=<gen:0>, path=ru.danileyko.model.ClientStatus)
          - EntityAttributeFetchImpl(entity=ru.danileyko.model.MacCustomer, querySpaceUid=<gen:1>, path=ru.danileyko.model.ClientStatus.macCustomer)
          - EntityAttributeFetchImpl(entity=ru.danileyko.model.DevPort, querySpaceUid=<gen:2>, path=ru.danileyko.model.ClientStatus.port)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ru.danileyko.model.ClientStatus)
          - SQL table alias mapping - clientstat0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}

""2017-10-03 15:09:25 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity ru.danileyko.model.ClientStatus [UPGRADE_SKIPLOCKED]: select clientstat0_.id as id1_0_0_, clientstat0_.device_ip as device_ip2_0_0_, clientstat0_.ifname as ifname3_0_0_, clientstat0_.clientip as clientip4_0_0_, clientstat0_.mac as mac5_0_0_, clientstat0_.status as status6_0_0_, clientstat0_.updatetime as updatetime7_0_0_, clientstat0_.vendor as vendor8_0_0_, clientstat0_.vlan as vlan9_0_0_ from hclientstatus clientstat0_ where clientstat0_.id=? for update skip locked
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@4b337998]
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : devIp
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ifName
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ip
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : mac
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@478e1411]
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : port
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@2a99f9d2]
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : status
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : updatetime
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vendor
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vlan
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=ru.danileyko.model.ClientStatus)
    - Returns
       - EntityReturnImpl(entity=ru.danileyko.model.ClientStatus, querySpaceUid=<gen:0>, path=ru.danileyko.model.ClientStatus)
          - EntityAttributeFetchImpl(entity=ru.danileyko.model.MacCustomer, querySpaceUid=<gen:1>, path=ru.danileyko.model.ClientStatus.macCustomer)
          - EntityAttributeFetchImpl(entity=ru.danileyko.model.DevPort, querySpaceUid=<gen:2>, path=ru.danileyko.model.ClientStatus.port)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ru.danileyko.model.ClientStatus)
          - SQL table alias mapping - clientstat0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}

""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity ru.danileyko.model.ClientStatus [FORCE]: select clientstat0_.id as id1_0_0_, clientstat0_.device_ip as device_ip2_0_0_, clientstat0_.ifname as ifname3_0_0_, clientstat0_.clientip as clientip4_0_0_, clientstat0_.mac as mac5_0_0_, clientstat0_.status as status6_0_0_, clientstat0_.updatetime as updatetime7_0_0_, clientstat0_.vendor as vendor8_0_0_, clientstat0_.vlan as vlan9_0_0_ from hclientstatus clientstat0_ where clientstat0_.id=? for update nowait
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7a36aaa0]
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : devIp
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ifName
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ip
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : mac
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@c032d92]
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : port
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@693102a9]
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : status
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : updatetime
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vendor
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vlan
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=ru.danileyko.model.ClientStatus)
    - Returns
       - EntityReturnImpl(entity=ru.danileyko.model.ClientStatus, querySpaceUid=<gen:0>, path=ru.danileyko.model.ClientStatus)
          - EntityAttributeFetchImpl(entity=ru.danileyko.model.MacCustomer, querySpaceUid=<gen:1>, path=ru.danileyko.model.ClientStatus.macCustomer)
          - EntityAttributeFetchImpl(entity=ru.danileyko.model.DevPort, querySpaceUid=<gen:2>, path=ru.danileyko.model.ClientStatus.port)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ru.danileyko.model.ClientStatus)
          - SQL table alias mapping - clientstat0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}

""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity ru.danileyko.model.ClientStatus [PESSIMISTIC_READ]: select clientstat0_.id as id1_0_0_, clientstat0_.device_ip as device_ip2_0_0_, clientstat0_.ifname as ifname3_0_0_, clientstat0_.clientip as clientip4_0_0_, clientstat0_.mac as mac5_0_0_, clientstat0_.status as status6_0_0_, clientstat0_.updatetime as updatetime7_0_0_, clientstat0_.vendor as vendor8_0_0_, clientstat0_.vlan as vlan9_0_0_ from hclientstatus clientstat0_ where clientstat0_.id=? for update
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@261dd685]
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : devIp
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ifName
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ip
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : mac
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@5cd13858]
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : port
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@3d945d21]
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : status
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : updatetime
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vendor
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vlan
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=ru.danileyko.model.ClientStatus)
    - Returns
       - EntityReturnImpl(entity=ru.danileyko.model.ClientStatus, querySpaceUid=<gen:0>, path=ru.danileyko.model.ClientStatus)
          - EntityAttributeFetchImpl(entity=ru.danileyko.model.MacCustomer, querySpaceUid=<gen:1>, path=ru.danileyko.model.ClientStatus.macCustomer)
          - EntityAttributeFetchImpl(entity=ru.danileyko.model.DevPort, querySpaceUid=<gen:2>, path=ru.danileyko.model.ClientStatus.port)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ru.danileyko.model.ClientStatus)
          - SQL table alias mapping - clientstat0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}

""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity ru.danileyko.model.ClientStatus [PESSIMISTIC_WRITE]: select clientstat0_.id as id1_0_0_, clientstat0_.device_ip as device_ip2_0_0_, clientstat0_.ifname as ifname3_0_0_, clientstat0_.clientip as clientip4_0_0_, clientstat0_.mac as mac5_0_0_, clientstat0_.status as status6_0_0_, clientstat0_.updatetime as updatetime7_0_0_, clientstat0_.vendor as vendor8_0_0_, clientstat0_.vlan as vlan9_0_0_ from hclientstatus clientstat0_ where clientstat0_.id=? for update
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@75750de8]
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : devIp
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ifName
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ip
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : mac
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@369426bd]
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : port
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@2976081b]
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : status
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : updatetime
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vendor
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vlan
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=ru.danileyko.model.ClientStatus)
    - Returns
       - EntityReturnImpl(entity=ru.danileyko.model.ClientStatus, querySpaceUid=<gen:0>, path=ru.danileyko.model.ClientStatus)
          - EntityAttributeFetchImpl(entity=ru.danileyko.model.MacCustomer, querySpaceUid=<gen:1>, path=ru.danileyko.model.ClientStatus.macCustomer)
          - EntityAttributeFetchImpl(entity=ru.danileyko.model.DevPort, querySpaceUid=<gen:2>, path=ru.danileyko.model.ClientStatus.port)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ru.danileyko.model.ClientStatus)
          - SQL table alias mapping - clientstat0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}

""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity ru.danileyko.model.ClientStatus [PESSIMISTIC_FORCE_INCREMENT]: select clientstat0_.id as id1_0_0_, clientstat0_.device_ip as device_ip2_0_0_, clientstat0_.ifname as ifname3_0_0_, clientstat0_.clientip as clientip4_0_0_, clientstat0_.mac as mac5_0_0_, clientstat0_.status as status6_0_0_, clientstat0_.updatetime as updatetime7_0_0_, clientstat0_.vendor as vendor8_0_0_, clientstat0_.vlan as vlan9_0_0_ from hclientstatus clientstat0_ where clientstat0_.id=? for update nowait
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@74b14a90]
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : devIp
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ifName
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ip
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : mac
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer
""2017-10-03 15:09:26 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@162b9b48]
